N,P,K,temperature,humidity,ph,rainfall,label,soil_moisture,soil_type,sunlight_exposure,wind_speed,co2_concentration,organic_matter,irrigation_frequency,crop_density,pest_pressure,fertilizer_usage,growth_stage,urban_area_proximity,water_source_type,frost_risk,water_usage_efficiency,anomaly_score,Temperature-Humidity Index,Nutrient Balance Ratio,Water Availability Index,Photosynthesis Potential,Soil Fertility Index,Nutrient_Level,Soil_Moisture_Class,Frost_Risk_Level,Irrigation_Category,Urban_Proximity_Class_Near,Urban_Proximity_Class_Moderate,Urban_Proximity_Class_Remote
67,59,41,21.94766735,80.97384195,6.012632591,213.3560921,rice,13.9285897742515,3,8.401741241240257,17.444358494246778,427.3210034453396,4.9411167167386605,1,5.261348665063728,37.08392899537516,177.95358783440952,3,23.13274544495867,3,15.47295955998289,2.4656465098439284,0.05272822274637767,21.168314621422912,0.6633663366336634,73.75684047197605,0.2831728909745154,275.0554972317854,2,0,1,1,False,True,False
83,41,43,21.0525355,82.67839517,6.254028451,233.1075816,rice,15.054079970805905,1,8.353858331438325,1.0286659731733572,422.1631803965448,5.1542050838430695,2,5.844103097052975,71.06154282829911,68.9503249773089,1,43.62347417344994,3,20.140472654441886,2.686871510725461,0.03936417599359143,20.428283131889494,0.9764705882352941,80.47013045956413,0.2597625674631073,286.9174163339309,2,1,1,2,False,False,True
98,47,37,23.48381344,81.33265073,7.375482851,224.0581164,rice,21.665501586766386,3,11.40035146640266,7.178125230806383,387.1073930580847,2.524754582480912,3,7.674413593102753,66.68658019500681,56.29101402022205,3,33.55821259097579,2,77.15182533785733,2.6293142066193536,0.05352473908904265,22.561441532064496,1.1529411764705881,82.38328603073646,0.4109348755247464,153.16844467050865,2,1,0,2,False,False,True
66,53,41,25.0756354,80.52389148,7.778915154,257.0038865,rice,13.741746858175928,2,8.232858165322387,1.2902067748532486,434.99224295037806,7.417834013024693,2,13.420275630579985,66.96630853056874,161.99888092080016,1,21.855042906713884,1,75.12350816058637,3.988721923678906,0.044254903862884554,23.942788175049053,0.6947368421052632,86.72038875072316,0.3397708798385978,395.6178140279837,2,0,0,2,False,True,False
97,59,43,26.35927159,84.04403589,6.286500176,271.3586137,rice,25.52548813642485,1,5.029698818479235,12.957018280144002,354.2222341724808,2.3172103907133668,2,10.720871310411214,89.94165562227481,123.91618268614567,1,15.840594303675386,3,80.56353348649273,2.7810452572861557,0.03561396564914765,25.318527974765694,0.941747572815534,99.27542580549738,0.11943616705716248,153.7082892506533,2,1,0,2,False,True,False
97,50,41,24.52922681,80.54498576,7.070959995,260.2634026,rice,16.9004052999644,1,7.130601915609544,16.285840161183593,387.0109983219061,4.229277117008785,1,9.288550189993176,34.12657847522734,186.48685102113703,3,27.329056036699583,1,29.00824790733667,4.596199347451918,0.045594474041722344,23.456073682773933,1.0543478260869565,89.90930448997507,0.22605117853497153,265.0346993325505,2,1,1,1,False,True,False
60,49,44,20.77576147,84.49774397,6.244841491,240.0810647,rice,14.07087343441151,1,8.20556958897901,18.85925311258835,382.4049654362147,6.409720868261506,4,15.92940372453539,42.57121963780162,54.46000266994612,2,27.513657535428003,3,24.079101189899237,1.169038310400524,0.06965522807359575,20.24067493399868,0.6382978723404256,81.87393081408806,0.21319216896233623,326.8957642813368,2,0,1,0,False,True,False
84,51,35,22.30157427,80.64416466,6.043304899,197.9791215,rice,12.41872292580177,3,6.495707284772177,13.90703851581521,385.59068019596657,4.852641176937873,5,6.141819410846823,41.556331929529954,123.11369498702734,3,15.718680974054983,1,49.51670996926777,1.457174298152816,0.06882351228499173,21.471041341704044,0.9655172413793104,68.08684249806123,0.16519052722381705,274.98300002647943,2,0,2,0,False,True,False
73,57,41,21.44653958,84.94375962,5.824709117,272.2017204,rice,24.03853195047953,2,7.395417364492115,15.97704743199468,409.13507585559415,2.374012772166458,4,14.308048809199102,45.57980344027099,143.3450708523203,1,33.469149566509856,1,72.29219081889899,3.667281714640228,0.06911416174703583,20.871301346508847,0.7373737373737373,98.48748848533566,0.2116496326562291,135.3187280134881,2,1,0,0,False,False,True
92,35,40,22.17931888,80.33127223,6.357389366,200.0882787,rice,11.78666410407552,2,7.827432567657639,19.205834810173457,449.7528366782212,1.161099444786298,3,10.644278367228107,32.18107344470167,112.78792329339365,1,30.478580663185745,3,87.23012611655435,3.8583490632502895,0.05950139917980657,21.34858550119642,1.2105263157894737,68.27714848285285,0.27948458280988564,64.63453575977059,2,0,0,2,False,False,True
85,37,39,24.52783742,82.73685569,6.364134968,224.6757231,rice,18.58080280678941,1,10.681930603549745,3.936908658170577,440.5935604117024,4.719268902845018,6,15.78996607668547,5.000830207015228,73.55137622003463,1,22.972076616170384,2,11.030281219282845,1.2581960363365012,0.04543278758533964,23.575721395257272,1.103896103896104,80.40927889475259,0.4716245264064689,253.26743111934928,2,1,1,0,False,True,False
98,53,38,20.26707606,81.63895217,5.01450727,270.4417274,rice,12.173006937040183,3,7.411662488078816,5.978189568747238,437.3522817666761,8.659881716344454,6,10.992251318755232,46.72542365743689,134.2455911192905,2,49.82165834015599,1,41.05329141913438,3.4668364446701974,0.02939530345730257,19.68468348342701,1.065217391304348,89.65362307592812,0.2157877106442733,545.5725481297006,2,0,2,0,False,False,True
88,54,44,25.7354293,83.88266234,6.149410611,233.1321372,rice,23.33402741040184,3,11.435795412825094,1.123597347821832,428.43707637137913,5.118385270098012,5,8.58871956139635,2.002447204415725,127.80651505647134,1,2.910249616931365,1,71.06733199806864,3.478428457663009,0.026725677034808104,24.739460657192634,0.8888888888888888,86.27346034728129,0.5264195500367163,317.3398867460768,2,1,0,0,True,False,False
95,55,42,26.79533926,82.1480873,5.950660556,193.3473987,rice,23.978828255346407,3,11.40265470663751,14.23982332784258,440.2770546568698,2.8606047983092937,6,19.940179865130624,18.592823085504907,148.6785351076055,1,29.808356985813404,3,87.44669457509315,4.937106996587655,0.030948138018788485,25.588114983024784,0.9693877551020408,74.78939938874248,0.5697784236152456,183.0787070917948,2,1,0,0,False,True,False
99,57,35,26.75754171,81.17734011,5.960370061,272.2999056,rice,20.463412227529027,1,6.288513600129082,15.68068087321974,414.95432438786736,9.040013385591829,6,6.191903207615072,2.7200192410222424,185.9919749922708,2,2.1033043307092605,1,97.66742866354488,3.86799401207321,0.01620260544885732,25.488584247178498,1.064516129032258,96.01436023927032,0.23701146240504087,575.5475188826797,2,1,0,0,True,False,False
95,39,36,23.86330467,83.15250801,5.561398642,285.2493645,rice,18.19548533667535,2,9.659394559081736,5.91500978313838,423.024884017376,2.3715055511692955,1,7.624250507782482,62.71503007028074,57.9637403385222,3,10.362238021056095,3,6.8526759252996,1.049513577841978,0.019879161548277735,22.99568956764735,1.25,98.31164908567274,0.3794143623395009,134.38531456626006,2,1,1,1,False,True,False
60,43,44,21.01944696,82.95221726,7.416245107,298.4018471,rice,19.47400022303122,3,10.173810986216726,5.6144207297556825,381.3204769233853,6.184190584365346,2,13.158529897373638,45.73350743512405,142.7926757284559,2,3.2353428707002307,2,21.146305191155516,2.208341569439201,0.058945084725507524,20.408165325525314,0.6818181818181818,103.15235428612185,0.297302440920509,303.025338633902,1,1,1,2,True,False,False
63,44,41,24.17298839,83.7287574,5.583370042,257.0343554,rice,10.470323050276075,3,6.112574760750782,11.560939120014613,446.1576903753747,5.191292845811836,5,19.669808340988297,13.415560327065524,162.2816929151758,3,8.469410839964864,1,42.22708139720211,4.558693861518211,0.024111355395154965,23.307334915816295,0.7325581395348837,84.43953275519324,0.2169605071310168,256.10378039338394,1,0,2,0,True,False,False
62,42,36,22.78133816,82.06719137,6.430010215,248.7183228,rice,19.71000774484648,1,10.665139917708814,16.508163220734254,415.2461742627597,8.748923931901139,2,17.747714548222874,79.52545134432043,65.14449898572833,3,44.58429975024805,3,6.113864053934615,3.606250188625616,0.03671732553384932,21.96454607167022,0.7848101265822784,88.41250226139255,0.3968058685718578,408.2831168220531,1,1,1,2,False,False,True
64,45,43,25.62980105,83.52842314,5.534878156,209.9001977,rice,17.241898182189612,2,10.912255011011943,5.994164681549803,428.6996405925293,2.601890339800027,3,14.830346646255126,82.17204057073666,161.6658188784206,3,29.801272180384583,1,47.308195054078,1.0867395612698545,0.061437473463027525,24.62151149612629,0.7191011235955056,75.03938803753272,0.4945672287403761,131.829110549868,2,1,2,2,False,True,False
83,60,36,25.59704938,80.14509262,6.903985986,200.834898,rice,23.532235559361865,3,8.76691037407468,8.119286466905507,401.04588920009286,8.410945628340926,1,5.545100233843027,86.37193496156841,74.7326110897238,1,6.334056913628555,1,88.2559796343018,4.937216070656682,0.03812124303800635,24.385229498028476,0.8556701030927835,76.7230342915533,0.34077853772210653,501.85308915767524,2,1,0,1,True,False,False
82,40,40,23.83067496,84.81360127,6.271478838,298.5601175,rice,22.691620214136808,1,6.60503715579402,15.55397090533756,437.1088966025384,7.030883615149051,2,7.031841761325804,43.38731405276066,195.8162786796658,1,3.5154381351317934,3,36.92147305256569,4.652537295264811,0.006492866583971746,23.051328533005773,1.0123456790123457,105.45216939989575,0.23176360339429428,379.6677152180488,2,1,2,2,True,False,False
85,52,45,26.31355498,82.36698992,7.224285503,265.5355937,rice,10.924939769484348,1,9.8176727910344,9.747403754434998,368.0356909411808,1.8143648596860775,6,14.080812219915186,90.09073038644414,181.7079578905352,1,22.93944674847825,3,15.53085869725066,2.825826540035038,0.04052764442094137,25.16785804276364,0.8673469387755102,87.30813594863903,0.36690673583087235,110.0714681542887,2,0,1,0,False,True,False
91,35,38,24.8972823,80.52586088,6.13428721,183.6793207,rice,14.65936235062398,1,7.719460462143672,18.6770593044926,407.8865852923116,4.8469323795326815,6,8.775049596009735,98.9995425042727,130.2798842463123,2,21.9793870975708,2,10.359632793076036,3.257700872428641,0.07875450405523643,23.783652629109376,1.2297297297297298,65.36534985543679,0.2810938706244399,264.96563674778656,2,0,1,0,False,True,False
76,49,42,24.958779,84.47963372,5.206373153,196.9560008,rice,15.672750919557645,3,10.14681184399114,9.895260931811752,423.0962709665236,6.42222247707992,3,6.765426686979041,88.5524671721141,87.01920348090971,2,5.510014012877839,3,18.33425108498282,2.243055952362575,0.06488238904375115,24.065996554931353,0.8260869565217391,70.05772588369035,0.4289989828944401,357.5037178907822,2,1,1,2,True,False,False
74,39,38,23.24113501,84.59201843,7.782051313,233.0453455,rice,20.81748305905524,3,11.91334985819856,11.206828237810033,392.47297638412806,2.514791433556788,6,18.05209272255442,12.797245190699236,57.79366971753189,2,8.956987271527167,3,3.006486696932764,2.389991554637027,0.0426598610849348,22.50037715075771,0.9487179487179487,84.48584179133867,0.4368056865052109,126.577835489025,2,1,1,0,True,False,False
79,43,39,21.66628296,80.70960551,7.062779015,210.8142087,rice,16.434935959029833,1,8.620858210010176,7.996159945564127,373.4682793057467,4.293714527293529,4,5.724663012476134,51.50982369776087,151.98828590293806,3,39.88277176919184,3,95.62224628259068,2.7800309771194263,0.07428367682514958,20.90596062071049,0.9518072289156626,74.74871778132088,0.23667599979338244,230.42934629808607,2,1,0,0,False,False,True
88,55,45,24.63544858,80.41363018,7.730367824,253.7202781,rice,14.83400005660129,3,7.029931524736568,14.434281252135346,420.6499543076612,1.7059432979616953,6,15.951517619057755,11.010510353792712,98.02721357338356,1,17.10798930512149,2,11.032124827970405,4.338717263699402,0.04293823064292046,23.54360703701289,0.8712871287128713,86.49988346962091,0.25258602586356066,106.90578000559957,2,0,1,0,False,True,False
60,36,43,23.43121862,83.06310136,5.286203711,219.9048349,rice,24.8121987674652,1,7.1699310899608175,7.122173780010099,409.3179306793328,2.264515487202005,6,14.054509318880132,41.56000215352197,90.25123166275117,1,4.335156741635321,3,40.45347159293695,1.179476422724584,0.04995114412802826,22.599249325257585,0.75,83.33998960722563,0.2315757352834732,104.92255090702622,1,1,2,0,True,False,False
76,60,39,20.0454142,80.3477562,6.766240045,208.5810155,rice,10.907756040294556,2,9.518815468591033,4.538322562892398,446.2142258989603,9.711797807054229,2,12.277305467128617,98.53192199244982,126.16351024579018,3,6.659135697162805,1,41.29659021359268,3.3426584464698568,0.02340275588059204,19.4460251249329,0.76,70.2097338782062,0.315802588198189,566.52153874483,2,0,2,2,True,False,False
93,56,42,23.85724032,82.22572988,7.382762603,195.0948311,rice,29.146041129266138,1,8.706770211778142,8.006397242835632,364.4324680916244,7.237875249463322,3,9.943805879583564,25.96809287969377,130.24024403885724,1,31.22242222634088,2,62.38411170401456,3.893675454174683,0.08969401078302441,22.942490676360105,0.9393939393939394,78.93067812048629,0.26724061616867184,460.81139088249813,2,1,2,2,False,False,True
65,60,43,21.97199397,81.89918197,5.658169482,227.3637009,rice,21.279364223543475,3,9.694557135285129,14.759346365481305,359.3430403515077,1.5614187930812968,3,15.134719809759044,70.62633951527407,101.3128211428695,1,10.19287102298922,3,49.9982438800276,4.331025133020088,0.0761591428288399,21.22812335255275,0.625,83.10466522648042,0.27157888707550537,87.43945241255263,2,1,2,2,False,True,False
95,52,36,26.22916897,83.83625819,5.543360238,286.5083725,rice,16.404267961783816,1,9.506083980727048,9.96361333023617,410.9776457780935,3.7475816088492815,4,13.665584559067932,14.43284131608662,124.08871632013896,2,21.74750792119669,3,36.90025767066773,1.732768742010205,0.06636530237959692,25.186439046176808,1.0674157303370786,97.43549932324868,0.4049376186143765,228.60247813980618,2,1,2,0,False,True,False
75,38,39,23.44676801,84.79352417,6.215109715,283.9338466,rice,13.104904061824998,3,10.10608178157582,17.37441873678496,420.6999516017301,1.835565413096777,2,11.00629674217113,99.43025731792928,141.51172728195272,1,14.240641354573762,2,78.3372724368921,3.656482896888309,0.04970032002952518,22.69849954674625,0.9615384615384616,94.35358682327748,0.3906142005482227,93.0019809302367,2,0,0,2,False,True,False
74,54,38,25.65553461,83.47021081,7.120272972,217.3788583,rice,21.98743157620418,1,8.364997214765754,6.428312409954922,372.50119767131713,5.268051691122307,3,7.120670963023565,10.953229601268644,63.70842566808378,2,5.288644975579782,3,73.14725206396203,3.857388005841727,0.06042143867109928,24.64134211527223,0.7956989247311828,80.60485959334291,0.2890594586551664,291.498860242101,2,1,0,2,True,False,False
91,36,45,24.44345477,82.45432595,5.950647577,267.9761948,rice,23.16205187173825,3,11.579201458855032,0.7639098737618966,414.9572079183464,3.5629031070467945,6,6.26214276716537,51.31985891047406,58.534785406313375,1,6.707805125271133,1,83.25806597493758,3.996544549895163,0.019060887365925816,23.48389938021064,1.1097560975609757,96.60629475021676,0.4819632635083317,204.2731114706829,2,1,0,0,True,False,False
71,46,40,20.2801937,82.1235421,7.236705436,191.9535738,rice,14.510480330649036,3,10.075854149612365,19.270908923947665,419.8428193210746,7.460449893967257,2,11.346599804821285,70.21030642246134,131.47925278847293,2,10.731507879482011,2,10.484498111926776,4.986762807502485,0.06442454507450185,19.711882058674576,0.8160919540229885,67.74340837145432,0.31914206348695084,390.4302111176198,2,0,1,2,False,True,False
99,55,35,21.7238313,80.2389895,6.501697816,277.9626192,rice,13.538539648190984,1,9.153951848687026,17.43376305411903,399.27840636225307,7.792042020666548,6,13.835956010995186,59.3651907576288,53.32331105162666,1,4.531077958351326,1,32.65593194168696,1.5620905056992695,0.029677896182139674,20.938705166067592,1.0879120879120878,92.8657635137337,0.28627257144732493,490.8986473019925,2,0,1,0,True,False,False
72,40,38,20.41447029,82.20802629,7.592490617,245.1511304,rice,14.592365270038036,3,10.994239280777904,1.789767905513986,393.2001556575748,3.9017389217755056,6,5.407176816711667,8.700531740345085,53.445356185109375,3,18.26143682277273,3,20.926994270124133,3.256415373141469,0.0203064654086742,19.835704740504593,0.9113924050632911,83.75999480902662,0.3317928735256442,195.08694608877528,1,0,1,0,False,True,False
83,58,45,25.75528612,83.51827127,5.875345751,245.6626799,rice,14.696973511495068,1,10.098612476063089,16.102923423795584,425.2990992370175,9.347480667753915,5,18.36459059319938,10.447536091915389,90.09117542879709,2,19.060004487984628,1,74.35069868011723,4.562012264508544,0.054910761997011726,24.73499997065394,0.7980769230769231,83.98668542804654,0.446831757914163,579.5438014007427,2,0,0,0,False,True,False
93,58,38,20.61521424,83.77345559,6.932400225,279.5451717,rice,19.56912273836052,3,8.962662837776401,17.59924760989761,430.7068862283997,5.780798200037314,4,14.367410418916537,1.2100892407415187,67.82375808154919,3,7.734178463661928,2,30.76431714255285,1.1678093088284922,0.03944586539942174,20.069455865068864,0.9587628865979382,97.56193742685237,0.28720065417067614,364.19028660235074,2,1,1,0,True,False,False
70,36,42,21.84106875,80.72886384,6.946209881,202.3838319,rice,13.825855174688847,2,9.139950658853223,13.327711148386475,366.15574674408026,3.644763752764966,1,14.745989316097557,28.636245175283012,59.54664820922447,2,49.18398007850983,3,77.93952677708141,1.8753376905284456,0.0631241379061615,21.06297970507356,0.8860759493670886,70.39324819228219,0.2538401387476913,179.808345136405,1,0,0,1,False,False,True
76,47,42,20.08369642,83.29114712,5.739175027,263.6372176,rice,12.798551225078883,1,8.493220515439155,14.79314574382678,361.02091567323566,1.985335032598622,4,7.303002128148399,13.445380845596954,134.0076579778979,2,42.93040374466491,3,66.24336098308976,3.4540275931594837,0.058352380189362174,19.570562028954004,0.8444444444444444,88.05015113755522,0.1946248409764934,109.19342679292421,2,0,0,0,False,False,True
99,41,36,24.45802087,82.74835604,6.738652179,182.5616319,rice,16.952351417059347,1,10.018050387435224,14.277774807927026,401.1430304659543,4.525618118415284,3,11.81226410781256,47.84099194412511,170.64946473485531,3,33.346448676639675,1,23.656292621719523,3.625787958916628,0.09299336982172773,23.513163601724806,1.2692307692307692,66.63513556194154,0.3834228442263199,265.50292961369667,2,1,1,2,False,False,True
99,54,37,21.14347496,80.33502926,5.594819626,198.6730942,rice,15.393957784044227,3,9.361882068000092,2.648310641948524,353.1164708535708,9.107231414495246,6,17.87947383561629,66.87910668138838,60.55799294468706,1,29.336491212143034,2,23.257368366471454,1.4600224768097785,0.03407646079676485,20.424934386148223,1.076086956521739,70.37769870883096,0.23739451827115207,576.7913229180323,2,1,1,0,False,True,False
86,59,35,25.78720567,82.11124033,6.946636369,243.5120414,rice,10.308661233612549,1,7.191549350538006,8.510774774915603,401.4504766264109,1.241607294139976,4,7.32202807288316,23.5212562553598,71.62588155356148,2,33.87827329021119,2,1.9116639478861,4.537207268683988,0.0652354346182678,24.676678067329295,0.9052631578947369,80.26967528352878,0.2608075836609443,74.49643764839857,2,0,1,0,False,False,True
69,46,41,23.64124821,80.28597873,5.012139669,263.1103304,rice,18.880685233418696,2,10.831767020718932,15.844308334520589,428.4283883385776,8.275411802198768,6,7.040859781572888,66.47197175806218,161.1511192985543,2,11.679116871575934,1,43.387930202188144,3.100221279464048,0.056796715656601715,22.65008902094541,0.7840909090909091,92.14957878339308,0.4421681543268964,430.3214137143359,2,1,2,0,False,True,False
